CARRIER,DEST,ORIGIN,DAY_WEEK,FLIGHT_STATUS,UPDATED_CRS_DEP_TIME,UPDATED_DEP_TIME,DELAY_IN_MINS
US,LGA,DCA,3,ontime,13:00,12:56,-4
US,LGA,DCA,3,ontime,14:00,13:54,-6
US,LGA,DCA,3,delayed,15:00,14:57,-3
US,LGA,DCA,3,delayed,16:00,16:00,0
US,LGA,DCA,3,ontime,17:00,16:56,-4
US,LGA,DCA,3,ontime,18:00,17:58,-2
US,LGA,DCA,3,ontime,19:00,18:59,-1
US,LGA,DCA,3,delayed,20:00,19:59,-1
US,LGA,DCA,3,ontime,21:00,20:54,-6
RU,EWR,BWI,3,ontime,7:00,6:59,-1
RU,EWR,BWI,3,ontime,14:55,14:59,4
RU,EWR,BWI,3,delayed,17:20,19:20,120
RU,EWR,BWI,3,delayed,10:30,10:44,14
CO,EWR,DCA,3,ontime,13:00,12:55,-5
CO,EWR,DCA,3,delayed,19:00,19:48,48
CO,EWR,DCA,3,delayed,17:30,18:13,43
CO,EWR,DCA,3,ontime,7:35,7:28,-7
DH,EWR,IAD,3,ontime,8:40,8:40,0
DH,EWR,IAD,3,ontime,17:10,17:25,15
DH,EWR,IAD,3,delayed,12:45,13:20,35
DH,EWR,IAD,3,ontime,21:20,21:17,-3
DH,EWR,IAD,3,ontime,6:30,6:24,-6
DH,EWR,IAD,3,ontime,14:30,14:39,9
RU,EWR,DCA,3,ontime,13:59,13:52,-7
RU,EWR,IAD,3,delayed,7:00,7:31,31
RU,EWR,IAD,3,delayed,15:00,14:57,-3
RU,EWR,DCA,3,ontime,9:00,8:56,-4
RU,EWR,IAD,3,ontime,13:00,12:54,-6
RU,EWR,IAD,3,ontime,17:00,16:54,-6
RU,EWR,IAD,3,delayed,19:00,19:55,55
RU,EWR,DCA,3,ontime,6:45,6:41,-4
RU,EWR,DCA,3,ontime,21:00,20:58,-2
RU,EWR,DCA,3,ontime,15:25,15:21,-4
RU,EWR,DCA,3,ontime,16:30,16:29,-1
OH,JFK,BWI,4,ontime,14:55,14:55,0
DH,JFK,DCA,4,delayed,16:40,16:40,0
DH,LGA,IAD,4,ontime,12:45,12:45,0
DH,LGA,IAD,4,delayed,14:55,17:06,131
DH,LGA,IAD,4,delayed,17:15,17:10,-5
DH,LGA,IAD,4,delayed,21:20,21:51,31
DH,LGA,IAD,4,ontime,6:40,6:48,8
DH,LGA,IAD,4,ontime,10:40,10:36,-4
DH,JFK,IAD,4,ontime,8:40,8:52,12
DH,JFK,IAD,4,ontime,12:40,12:37,-3
DH,JFK,IAD,4,ontime,14:55,14:49,-6
DH,JFK,IAD,4,ontime,16:45,16:39,-6
DH,JFK,IAD,4,ontime,17:15,17:14,-1
DH,JFK,IAD,4,ontime,21:20,21:35,15
DH,JFK,IAD,4,ontime,16:10,16:09,-1
DL,JFK,DCA,4,delayed,14:55,16:01,66
DL,LGA,DCA,4,ontime,6:30,6:28,-2
DL,LGA,DCA,4,ontime,7:30,7:28,-2
DL,LGA,DCA,4,ontime,8:30,8:28,-2
DL,LGA,DCA,4,ontime,9:30,9:31,1
DL,LGA,DCA,4,ontime,10:30,10:30,0
DL,LGA,DCA,4,ontime,11:30,11:29,-1
DL,LGA,DCA,4,ontime,12:30,12:31,1
DL,LGA,DCA,4,ontime,13:30,13:28,-2
DL,LGA,DCA,4,ontime,14:30,14:30,0
DL,LGA,DCA,4,ontime,15:30,15:33,3
DL,LGA,DCA,4,ontime,16:30,16:30,0
DL,LGA,DCA,4,ontime,17:30,17:31,1
DL,LGA,DCA,4,ontime,18:30,18:33,3
DL,LGA,DCA,4,ontime,19:30,19:28,-2
DL,LGA,DCA,4,ontime,20:30,20:27,-3
MQ,JFK,DCA,4,ontime,15:30,15:24,-6
MQ,JFK,DCA,4,ontime,6:00,5:52,-8
MQ,JFK,DCA,4,ontime,18:30,18:44,14
MQ,LGA,DCA,4,ontime,7:00,7:22,22
MQ,LGA,DCA,4,ontime,8:00,7:59,-1
MQ,LGA,DCA,4,ontime,9:00,8:56,-4
MQ,LGA,DCA,4,ontime,11:00,10:50,-10
MQ,LGA,DCA,4,ontime,13:00,12:56,-4
MQ,LGA,DCA,4,ontime,14:00,13:53,-7
MQ,LGA,DCA,4,ontime,15:00,14:57,-3
MQ,LGA,DCA,4,ontime,16:00,15:57,-3
MQ,LGA,DCA,4,ontime,19:00,18:52,-8
UA,LGA,IAD,4,ontime,8:50,8:48,-2
US,LGA,DCA,4,ontime,6:30,6:27,-3
US,LGA,DCA,4,ontime,7:00,6:58,-2
US,LGA,DCA,4,ontime,8:00,7:56,-4
US,LGA,DCA,4,ontime,9:00,8:56,-4
US,LGA,DCA,4,ontime,10:00,9:58,-2
US,LGA,DCA,4,ontime,11:00,10:57,-3
US,LGA,DCA,4,ontime,12:00,11:57,-3
US,LGA,DCA,4,ontime,13:00,12:59,-1
US,LGA,DCA,4,ontime,14:00,14:08,8
US,LGA,DCA,4,ontime,15:00,14:57,-3
US,LGA,DCA,4,ontime,16:00,15:57,-3
US,LGA,DCA,4,delayed,17:00,17:33,33
US,LGA,DCA,4,ontime,18:00,17:58,-2
US,LGA,DCA,4,delayed,19:00,19:16,16
US,LGA,DCA,4,delayed,20:00,20:31,31
US,LGA,DCA,4,ontime,21:00,20:59,-1
RU,EWR,BWI,4,ontime,17:20,17:39,19
RU,EWR,BWI,4,ontime,14:55,14:56,1
RU,EWR,BWI,4,ontime,10:30,10:26,-4
RU,EWR,BWI,4,ontime,7:00,6:55,-5
CO,EWR,DCA,4,ontime,17:30,17:28,-2
CO,EWR,DCA,4,ontime,7:35,7:34,-1
CO,EWR,DCA,4,ontime,13:00,12:55,-5
CO,EWR,DCA,4,ontime,19:00,18:54,-6
DH,EWR,IAD,4,ontime,8:40,8:38,-2
DH,EWR,IAD,4,ontime,17:10,17:06,-4
DH,EWR,IAD,4,ontime,12:45,12:41,-4
DH,EWR,IAD,4,ontime,21:20,21:20,0
DH,EWR,IAD,4,ontime,6:30,6:22,-8
DH,EWR,IAD,4,ontime,14:30,14:21,-9
RU,EWR,IAD,4,ontime,15:00,14:52,-8
RU,EWR,IAD,4,ontime,19:00,18:57,-3
RU,EWR,IAD,4,ontime,13:00,12:55,-5
RU,EWR,DCA,4,ontime,16:30,16:25,-5
RU,EWR,DCA,4,delayed,6:45,6:54,9
RU,EWR,DCA,4,ontime,13:59,13:54,-5
RU,EWR,IAD,4,ontime,7:00,7:07,7
RU,EWR,IAD,4,ontime,17:00,17:00,0
RU,EWR,DCA,4,ontime,9:00,8:57,-3
RU,EWR,DCA,4,ontime,21:00,20:51,-9
RU,EWR,DCA,4,ontime,15:25,15:27,2
OH,JFK,BWI,5,ontime,14:55,14:55,0
DH,JFK,DCA,5,ontime,16:40,16:34,-6
DH,LGA,IAD,5,ontime,12:45,12:57,12
DH,LGA,IAD,5,delayed,14:55,16:08,73
DH,LGA,IAD,5,delayed,17:15,21:06,231
DH,LGA,IAD,5,ontime,21:20,21:34,14
DH,LGA,IAD,5,delayed,6:40,7:14,34
DH,LGA,IAD,5,ontime,10:40,11:06,26
DH,JFK,IAD,5,delayed,8:40,8:36,-4
DH,JFK,IAD,5,ontime,12:40,12:35,-5
DH,JFK,IAD,5,ontime,14:55,14:54,-1
DH,JFK,IAD,5,ontime,16:45,16:43,-2
DH,JFK,IAD,5,ontime,17:15,17:10,-5
DH,JFK,IAD,5,ontime,21:20,21:15,-5
DH,JFK,IAD,5,ontime,16:10,16:17,7
DL,JFK,DCA,5,ontime,14:55,15:06,11
DL,LGA,DCA,5,ontime,6:30,6:29,-1
DL,LGA,DCA,5,delayed,7:30,7:30,0
DL,LGA,DCA,5,ontime,8:30,8:32,2
DL,LGA,DCA,5,ontime,9:30,9:30,0
DL,LGA,DCA,5,ontime,10:30,10:32,2
DL,LGA,DCA,5,ontime,11:30,11:31,1
DL,LGA,DCA,5,ontime,12:30,12:28,-2
DL,LGA,DCA,5,ontime,13:30,13:29,-1
DL,LGA,DCA,5,ontime,14:30,14:32,2
DL,LGA,DCA,5,ontime,15:30,15:30,0
DL,LGA,DCA,5,ontime,16:30,16:33,3
DL,LGA,DCA,5,ontime,17:30,17:35,5
DL,LGA,DCA,5,ontime,18:30,18:29,-1
DL,LGA,DCA,5,ontime,19:30,19:31,1
DL,LGA,DCA,5,ontime,20:30,20:30,0
MQ,JFK,DCA,5,ontime,15:30,15:35,5
MQ,JFK,DCA,5,ontime,6:00,5:58,-2
MQ,JFK,DCA,5,delayed,18:30,18:51,21
MQ,LGA,DCA,5,delayed,8:00,8:43,43
MQ,LGA,DCA,5,ontime,9:00,8:51,-9
MQ,LGA,DCA,5,delayed,11:00,11:41,41
MQ,LGA,DCA,5,ontime,13:00,12:52,-8
MQ,LGA,DCA,5,ontime,14:00,13:59,-1
MQ,LGA,DCA,5,ontime,15:00,15:03,3
MQ,LGA,DCA,5,delayed,16:00,16:18,18
MQ,LGA,DCA,5,ontime,17:00,16:58,-2
MQ,LGA,DCA,5,delayed,19:00,19:16,16
UA,LGA,IAD,5,delayed,8:50,9:04,14
US,LGA,DCA,5,ontime,6:30,6:29,-1
US,LGA,DCA,5,ontime,7:00,6:57,-3
US,LGA,DCA,5,ontime,8:00,7:56,-4
US,LGA,DCA,5,ontime,10:00,9:58,-2
US,LGA,DCA,5,ontime,11:00,10:57,-3
US,LGA,DCA,5,ontime,12:00,11:55,-5
US,LGA,DCA,5,ontime,13:00,12:59,-1
US,LGA,DCA,5,ontime,14:00,13:57,-3
US,LGA,DCA,5,ontime,15:00,14:58,-2
US,LGA,DCA,5,ontime,16:00,15:55,-5
US,LGA,DCA,5,ontime,17:00,16:57,-3
US,LGA,DCA,5,ontime,18:00,17:57,-3
US,LGA,DCA,5,ontime,19:00,19:02,2
US,LGA,DCA,5,ontime,20:00,19:56,-4
US,LGA,DCA,5,ontime,21:00,20:52,-8
RU,EWR,BWI,5,ontime,17:20,17:20,0
RU,EWR,BWI,5,ontime,14:55,14:50,-5
RU,EWR,BWI,5,delayed,10:30,11:08,38
RU,EWR,BWI,5,ontime,7:00,7:00,0
CO,EWR,DCA,5,ontime,17:30,17:27,-3
CO,EWR,DCA,5,ontime,19:00,18:58,-2
CO,EWR,DCA,5,ontime,13:00,12:58,-2
CO,EWR,DCA,5,ontime,7:35,7:32,-3
DH,EWR,IAD,5,ontime,8:40,8:40,0
DH,EWR,IAD,5,ontime,17:10,17:07,-3
DH,EWR,IAD,5,ontime,12:45,12:42,-3
DH,EWR,IAD,5,ontime,21:20,21:21,1
DH,EWR,IAD,5,ontime,6:30,6:29,-1
DH,EWR,IAD,5,ontime,14:30,14:23,-7
RU,EWR,DCA,5,ontime,16:30,16:27,-3
RU,EWR,DCA,5,ontime,15:25,15:26,1
RU,EWR,DCA,5,ontime,13:59,13:57,-2
RU,EWR,IAD,5,delayed,7:00,7:00,0
RU,EWR,IAD,5,ontime,13:00,12:56,-4
RU,EWR,IAD,5,ontime,19:00,18:55,-5
RU,EWR,IAD,5,ontime,15:00,14:57,-3
RU,EWR,DCA,5,ontime,9:00,8:50,-10
RU,EWR,DCA,5,ontime,21:00,20:58,-2
RU,EWR,IAD,5,ontime,17:00,16:55,-5
RU,EWR,DCA,5,ontime,6:45,6:45,0
OH,JFK,BWI,6,ontime,14:55,14:55,0
DH,JFK,DCA,6,delayed,16:40,16:38,-2
DH,LGA,IAD,6,ontime,12:45,12:43,-2
DH,LGA,IAD,6,ontime,17:15,17:10,-5
DH,LGA,IAD,6,ontime,21:20,21:30,10
DH,JFK,IAD,6,delayed,8:40,9:18,38
DH,JFK,IAD,6,delayed,12:40,13:03,23
DH,JFK,IAD,6,ontime,16:45,16:42,-3
DH,JFK,IAD,6,ontime,17:15,17:08,-7
DH,JFK,IAD,6,ontime,21:20,21:26,6
DH,JFK,IAD,6,ontime,18:00,18:00,0
DL,JFK,DCA,6,delayed,14:55,15:05,10
DL,LGA,DCA,6,ontime,7:30,7:29,-1
DL,LGA,DCA,6,ontime,8:30,8:32,2
DL,LGA,DCA,6,ontime,10:30,10:28,-2
DL,LGA,DCA,6,ontime,12:30,12:30,0
DL,LGA,DCA,6,ontime,14:30,14:29,-1
DL,LGA,DCA,6,ontime,16:30,16:24,-6
DL,LGA,DCA,6,ontime,18:30,18:28,-2
DL,LGA,DCA,6,ontime,20:30,20:31,1
MQ,JFK,DCA,6,ontime,15:30,15:29,-1
MQ,JFK,DCA,6,delayed,6:00,5:57,-3
MQ,JFK,DCA,6,ontime,18:30,18:26,-4
MQ,LGA,DCA,6,ontime,9:00,8:55,-5
MQ,LGA,DCA,6,ontime,13:00,13:09,9
UA,LGA,IAD,6,ontime,8:50,8:50,0
US,LGA,DCA,6,ontime,7:00,6:55,-5
US,LGA,DCA,6,ontime,9:00,8:57,-3
US,LGA,DCA,6,ontime,11:00,10:56,-4
US,LGA,DCA,6,ontime,13:00,12:56,-4
US,LGA,DCA,6,ontime,15:00,14:58,-2
US,LGA,DCA,6,ontime,17:00,16:56,-4
US,LGA,DCA,6,ontime,19:00,18:54,-6
RU,EWR,BWI,6,ontime,17:20,17:23,3
RU,EWR,BWI,6,ontime,14:55,14:50,-5
RU,EWR,BWI,6,ontime,7:00,6:57,-3
RU,EWR,BWI,6,ontime,10:30,10:30,0
CO,EWR,DCA,6,ontime,13:00,12:54,-6
DH,EWR,IAD,6,ontime,8:40,9:06,26
DH,EWR,IAD,6,ontime,17:10,17:03,-7
DH,EWR,IAD,6,ontime,12:45,12:55,10
DH,EWR,IAD,6,ontime,21:20,21:14,-6
RU,EWR,IAD,6,ontime,17:00,16:55,-5
RU,EWR,IAD,6,ontime,7:00,6:58,-2
RU,EWR,DCA,6,ontime,16:00,15:55,-5
RU,EWR,IAD,6,ontime,15:00,14:56,-4
RU,EWR,DCA,6,ontime,6:45,6:45,0
RU,EWR,DCA,6,ontime,17:30,17:19,-11
RU,EWR,DCA,6,ontime,13:59,13:55,-4
RU,EWR,DCA,6,ontime,9:30,9:25,-5
OH,JFK,BWI,7,ontime,14:55,14:55,0
DH,JFK,DCA,7,ontime,16:40,16:34,-6
DH,LGA,IAD,7,ontime,12:45,13:04,19
DH,LGA,IAD,7,ontime,14:55,15:00,5
DH,LGA,IAD,7,ontime,17:15,17:12,-3
DH,LGA,IAD,7,ontime,21:20,21:15,-5
DH,JFK,IAD,7,ontime,8:40,8:40,0
DH,JFK,IAD,7,ontime,12:40,12:38,-2
DH,JFK,IAD,7,delayed,14:55,15:33,38
DH,JFK,IAD,7,ontime,16:45,16:37,-8
DH,JFK,IAD,7,ontime,17:15,17:14,-1
DH,JFK,IAD,7,delayed,21:20,21:55,35
DH,JFK,IAD,7,ontime,16:10,16:27,17
DL,JFK,DCA,7,delayed,14:55,14:56,1
DL,LGA,DCA,7,ontime,8:30,8:29,-1
DL,LGA,DCA,7,ontime,10:30,10:28,-2
DL,LGA,DCA,7,ontime,11:30,11:30,0
DL,LGA,DCA,7,ontime,12:30,12:31,1
DL,LGA,DCA,7,ontime,13:30,13:27,-3
DL,LGA,DCA,7,ontime,14:30,14:30,0
DL,LGA,DCA,7,ontime,15:30,15:29,-1
DL,LGA,DCA,7,ontime,16:30,16:28,-2
DL,LGA,DCA,7,ontime,17:30,17:32,2
DL,LGA,DCA,7,ontime,18:30,18:42,12
DL,LGA,DCA,7,ontime,19:30,19:28,-2
DL,LGA,DCA,7,ontime,20:30,20:32,2
MQ,JFK,DCA,7,ontime,15:30,15:25,-5
MQ,JFK,DCA,7,ontime,6:00,5:52,-8
MQ,JFK,DCA,7,ontime,9:25,9:15,-10
MQ,JFK,DCA,7,delayed,18:30,20:15,105
MQ,LGA,DCA,7,delayed,13:00,12:55,-5
MQ,LGA,DCA,7,ontime,15:00,14:56,-4
MQ,LGA,DCA,7,ontime,17:00,16:52,-8
MQ,LGA,DCA,7,ontime,19:00,19:00,0
UA,LGA,IAD,7,ontime,8:50,8:48,-2
US,LGA,DCA,7,ontime,9:00,8:58,-2
US,LGA,DCA,7,ontime,10:00,9:57,-3
US,LGA,DCA,7,ontime,11:00,10:57,-3
US,LGA,DCA,7,ontime,12:00,12:02,2
US,LGA,DCA,7,ontime,13:00,12:58,-2
US,LGA,DCA,7,ontime,14:00,13:50,-10
US,LGA,DCA,7,ontime,15:00,14:52,-8
US,LGA,DCA,7,ontime,16:00,15:56,-4
US,LGA,DCA,7,ontime,17:00,16:57,-3
US,LGA,DCA,7,ontime,18:00,17:53,-7
US,LGA,DCA,7,ontime,19:00,18:56,-4
US,LGA,DCA,7,ontime,20:00,20:02,2
US,LGA,DCA,7,ontime,21:00,20:54,-6
RU,EWR,BWI,7,ontime,17:20,17:36,16
RU,EWR,BWI,7,ontime,10:30,10:29,-1
RU,EWR,BWI,7,ontime,13:15,13:10,-5
RU,EWR,BWI,7,ontime,14:55,14:50,-5
CO,EWR,DCA,7,ontime,19:00,18:51,-9
CO,EWR,DCA,7,ontime,13:00,12:55,-5
CO,EWR,DCA,7,ontime,16:30,16:23,-7
DH,EWR,IAD,7,ontime,8:40,8:35,-5
DH,EWR,IAD,7,ontime,17:10,17:00,-10
DH,EWR,IAD,7,ontime,12:45,12:41,-4
DH,EWR,IAD,7,ontime,21:20,21:13,-7
DH,EWR,IAD,7,delayed,14:30,15:31,61
RU,EWR,DCA,7,ontime,21:30,21:30,0
RU,EWR,IAD,7,ontime,8:45,8:44,-1
RU,EWR,IAD,7,ontime,17:00,16:56,-4
RU,EWR,DCA,7,ontime,17:30,17:23,-7
RU,EWR,DCA,7,ontime,13:59,13:56,-3
RU,EWR,DCA,7,ontime,9:30,9:26,-4
RU,EWR,IAD,7,ontime,15:00,15:01,1
RU,EWR,IAD,7,ontime,19:00,18:56,-4
OH,JFK,BWI,1,ontime,14:55,14:50,-5
DH,JFK,DCA,1,ontime,16:40,16:40,0
DH,LGA,IAD,1,ontime,12:45,12:44,-1
DH,LGA,IAD,1,ontime,14:55,14:42,-13
DH,LGA,IAD,1,ontime,17:15,17:09,-6
DH,LGA,IAD,1,ontime,21:20,21:12,-8
DH,LGA,IAD,1,delayed,6:40,6:41,1
DH,LGA,IAD,1,ontime,10:40,10:37,-3
DH,JFK,IAD,1,ontime,8:40,8:33,-7
DH,JFK,IAD,1,ontime,12:40,12:40,0
DH,JFK,IAD,1,delayed,14:55,15:35,40
DH,JFK,IAD,1,ontime,16:45,16:38,-7
DH,JFK,IAD,1,ontime,17:15,17:10,-5
DH,JFK,IAD,1,ontime,21:20,21:12,-8
DL,JFK,DCA,1,ontime,14:55,14:51,-4
DL,LGA,DCA,1,ontime,6:30,6:30,0
DL,LGA,DCA,1,ontime,7:30,7:33,3
DL,LGA,DCA,1,ontime,8:30,8:30,0
DL,LGA,DCA,1,delayed,9:30,10:04,34
DL,LGA,DCA,1,ontime,10:30,10:28,-2
DL,LGA,DCA,1,ontime,11:30,11:31,1
DL,LGA,DCA,1,ontime,12:30,12:30,0
DL,LGA,DCA,1,ontime,13:30,13:28,-2
DL,LGA,DCA,1,ontime,14:30,14:32,2
DL,LGA,DCA,1,ontime,15:30,15:29,-1
DL,LGA,DCA,1,ontime,16:30,16:30,0
DL,LGA,DCA,1,ontime,17:30,17:28,-2
DL,LGA,DCA,1,ontime,18:30,18:30,0
DL,LGA,DCA,1,ontime,19:30,19:29,-1
DL,LGA,DCA,1,ontime,20:30,20:29,-1
MQ,JFK,DCA,1,ontime,15:30,15:27,-3
MQ,JFK,DCA,1,ontime,6:00,5:53,-7
MQ,JFK,DCA,1,ontime,18:30,18:20,-10
MQ,LGA,DCA,1,delayed,7:00,6:54,-6
MQ,LGA,DCA,1,ontime,8:00,7:56,-4
MQ,LGA,DCA,1,ontime,9:00,8:55,-5
MQ,LGA,DCA,1,ontime,11:00,10:53,-7
MQ,LGA,DCA,1,ontime,13:00,12:58,-2
MQ,LGA,DCA,1,ontime,15:00,14:50,-10
MQ,LGA,DCA,1,ontime,16:00,15:52,-8
MQ,LGA,DCA,1,ontime,17:00,16:47,-13
MQ,LGA,DCA,1,ontime,19:00,19:03,3
UA,LGA,IAD,1,ontime,8:50,8:48,-2
US,LGA,DCA,1,ontime,6:30,6:28,-2
US,LGA,DCA,1,delayed,7:00,6:57,-3
US,LGA,DCA,1,ontime,8:00,7:58,-2
US,LGA,DCA,1,ontime,9:00,8:57,-3
US,LGA,DCA,1,ontime,10:00,9:55,-5
US,LGA,DCA,1,delayed,11:00,10:58,-2
US,LGA,DCA,1,ontime,12:00,11:56,-4
US,LGA,DCA,1,ontime,13:00,12:56,-4
US,LGA,DCA,1,ontime,14:00,13:58,-2
US,LGA,DCA,1,ontime,15:00,14:58,-2
US,LGA,DCA,1,ontime,16:00,15:59,-1
US,LGA,DCA,1,delayed,17:00,16:56,-4
US,LGA,DCA,1,ontime,18:00,17:56,-4
US,LGA,DCA,1,ontime,19:00,18:58,-2
US,LGA,DCA,1,ontime,20:00,19:58,-2
US,LGA,DCA,1,ontime,21:00,20:56,-4
RU,EWR,BWI,1,ontime,7:00,6:56,-4
RU,EWR,BWI,1,delayed,14:55,15:09,14
RU,EWR,BWI,1,ontime,17:20,17:20,0
RU,EWR,BWI,1,ontime,10:30,10:40,10
CO,EWR,DCA,1,ontime,7:35,7:29,-6
CO,EWR,DCA,1,ontime,13:00,12:57,-3
CO,EWR,DCA,1,delayed,17:30,17:32,2
CO,EWR,DCA,1,ontime,19:00,18:52,-8
DH,EWR,IAD,1,ontime,8:40,8:31,-9
DH,EWR,IAD,1,ontime,17:10,17:10,0
DH,EWR,IAD,1,delayed,12:45,13:59,74
DH,EWR,IAD,1,ontime,21:20,21:12,-8
DH,EWR,IAD,1,ontime,6:30,6:22,-8
DH,EWR,IAD,1,ontime,14:30,14:21,-9
RU,EWR,DCA,1,ontime,13:59,13:48,-11
RU,EWR,DCA,1,ontime,9:00,8:58,-2
RU,EWR,DCA,1,ontime,15:25,15:19,-6
RU,EWR,IAD,1,ontime,17:00,16:49,-11
RU,EWR,IAD,1,ontime,19:00,18:57,-3
RU,EWR,DCA,1,ontime,21:00,20:56,-4
RU,EWR,IAD,1,ontime,13:00,12:53,-7
RU,EWR,DCA,1,ontime,6:45,6:51,6
RU,EWR,DCA,1,ontime,16:30,16:22,-8
RU,EWR,IAD,1,ontime,7:00,6:57,-3
RU,EWR,IAD,1,ontime,15:00,14:56,-4
OH,JFK,BWI,2,ontime,14:55,14:53,-2
DH,JFK,DCA,2,ontime,16:40,16:39,-1
DH,LGA,IAD,2,ontime,12:45,12:38,-7
DH,LGA,IAD,2,delayed,17:15,19:22,127
DH,LGA,IAD,2,ontime,21:20,21:24,4
DH,LGA,IAD,2,delayed,6:40,6:55,15
DH,LGA,IAD,2,ontime,10:40,10:38,-2
DH,JFK,IAD,2,ontime,8:40,8:33,-7
DH,JFK,IAD,2,ontime,12:40,12:36,-4
DH,JFK,IAD,2,ontime,14:55,14:50,-5
DH,JFK,IAD,2,ontime,16:45,16:40,-5
DH,JFK,IAD,2,ontime,17:15,17:13,-2
DH,JFK,IAD,2,ontime,21:20,21:25,5
DH,JFK,IAD,2,delayed,16:10,16:42,32
DL,JFK,DCA,2,ontime,14:55,14:53,-2
DL,LGA,DCA,2,ontime,6:30,6:29,-1
DL,LGA,DCA,2,ontime,7:30,7:29,-1
DL,LGA,DCA,2,ontime,8:30,8:31,1
DL,LGA,DCA,2,ontime,9:30,9:29,-1
DL,LGA,DCA,2,ontime,10:30,10:29,-1
DL,LGA,DCA,2,ontime,11:30,11:28,-2
DL,LGA,DCA,2,ontime,12:30,12:28,-2
DL,LGA,DCA,2,ontime,13:30,13:29,-1
DL,LGA,DCA,2,ontime,14:30,14:29,-1
DL,LGA,DCA,2,ontime,15:30,15:29,-1
DL,LGA,DCA,2,delayed,16:30,16:34,4
DL,LGA,DCA,2,ontime,17:30,17:33,3
DL,LGA,DCA,2,ontime,18:30,18:30,0
DL,LGA,DCA,2,ontime,19:30,19:30,0
DL,LGA,DCA,2,delayed,20:30,20:28,-2
MQ,JFK,DCA,2,ontime,15:30,15:16,-14
MQ,JFK,DCA,2,ontime,6:00,5:53,-7
MQ,JFK,DCA,2,delayed,18:30,18:51,21
MQ,LGA,DCA,2,ontime,7:00,6:50,-10
MQ,LGA,DCA,2,ontime,8:00,7:55,-5
MQ,LGA,DCA,2,ontime,9:00,8:51,-9
